브랜드,카테고리,질문,답변
현대,PLEOS 계정,Pleos 계정 가입은 어디서 하나요?,"Pleos 계정은 Pleos 계정 만들기 화면을 통해 가입할 수 있습니다. 

[Pleos 계정 만들기]
방법1. 통합계정 로그인 화면 맨 하단 'Pleos 계정 만들기' 버튼 클릭 
방법2. 통합계정 로그인 화면 내 'Pleos 계정 로그인' 버튼 클릭 > Pleos 계정 로그인 화면 > 'Pleos 계정 만들기' 버튼 클릭"
현대,PLEOS 계정,Pleos 계정 아이디 찾기는 어떻게 하나요?,"Pleos 계정 이메일은 아래 위치에서 확인하실 수 있습니다.

[Pleos 계정 만들기]
통합계정 로그인 화면 내 'Pleos 계정 로그인' 버튼 클릭 > Pleos 계정 로그인 화면 > '이메일 찾기' 메뉴"
현대,PLEOS 계정,통합계정  비밀번호 찾기를 했는데 이미 Pleos 계정이 있다고 나와요.,"현대자동차 통합 계정 로그인을 위해 비밀번호 찾기를 했지만 'Pleos 계정 사용자'라고 안내 받으셨다면, Pleos 계정으로 전환된 계정입니다.
현대자동차 통합 계정에서 Pleos 계정으로 전환한 계정은 Pleos 계정 로그인 화면에서 로그인해 주셔야 합니다. 가입된 이메일이 기억나지 않는다면 Pleos 계정 이메일찾기로 확인하세요.

[Pleos 계정 로그인]
통합계정 로그인 화면 내 'Pleos 계정 로그인' 버튼 클릭 > Pleos 계정 로그인 화면

[Pleos 계정 이메일 찾기]
통합계정 로그인 화면 내 'Pleos 계정 로그인' 버튼 클릭 > Pleos 계정 로그인 화면 > '이메일 찾기' 메뉴"
현대,PLEOS 계정,현대자동차 통합 계정 신규 가입은 할 수 없나요?,"Pleos 계정 오픈 후 신규 계정 생성은 Pleos 계정으로만 가능하며, 기존 현대자동차 통합 계정은 할 수 없습니다. 
다만, 기존에 이용중인 현대자동차 통합 계정은 동일하게 이용하실 수 있습니다. 

[Pleos 계정 로그인]
통합 계정 로그인 화면 내 'Pleos 계정 로그인' 버튼 클릭 > Pleos 계정 로그인 화면으로 이동 후 로그인 가능

[Pleos 계정 만들기]
통합 계정 로그인 화면 내 'Pleos 계정 로그인' 버튼 클릭 > Pleos 계정 로그인 화면으로 이동  > 'Pleos 계정 만들기' 버튼 클릭"
현대,PLEOS 계정,Pleos 계정으로 서비스 로그인 시  현대자동차 통합계정이 있어서 전환하라는 안내가 노출 됩니다. 전환하면 기존 계정은 쓸 수 없게 되나요?,"현대자동차 통합계정을 보유한 사용자가 Pleos 계정 가입 후 현대자동차 서비스 이용 시  '현대자동차 통합 계정 전환 안내' 화면으로 연결됩니다. 
현대자동차 통합계정을 보유한 경우에는 반드시 전환을 하셔야 현대자동차 이용이 가능합니다. 
전환 시 유의 사항을 꼼꼼히 확인하신 후 전환해 주세요."
현대,PLEOS 계정,Pleos 계정에 가입을 했는데 로그인 시 아이디/비밀번호가 틀리다고 나오고 아이디 찾기를 해도 가입된 계정이 없다고 나옵니다.,"Pleos 계정으로 가입한 계정이나 아이디 찾기 시 가입된 계정이 없다고 나온다면 혹시 Pleos 계정 로그인 화면이 아닌 현대자동차 통합 계정 로그인 화면에서 로그인 시도하신 것은 아닌지 확인해 주세요. 

현대자동차 서비스는 2025년 10월29일부터 신규 계정 가입은 Pleos 계정으로만 가능하며, 해당 일자이후에 신규 가입한 Pleos 계정 로그인은 Pleos 계정 로그인 화면에서 해주셔야 합니다. 
다만 기존 가입자들은 여전히 현대자동차 통합 계정을 이용하고 있으므로 두 가지 형태의 로그인 화면이 존재하고 있어 헷갈리실 수 있습니다. 

로그인 화면에서 [Pleos 계정 로그인] 버튼이 보인다면 현대자동차 통합 계정 로그인 화면인 것이므로 [Pleos 계정 로그인] 버튼을 선택 후 Pleos 계정 로그인 화면으로 이동하셔서 다시 로그인을 시도해 주세요."
현대,PLEOS 계정,Pleos 계정 탈퇴는 어떻게 하나요?,"Pleos 계정 탈퇴는 로그인 후 My Info 메뉴에서 '계정 탈퇴'를 통해 하실 수 있습니다.
단, 유료 정기구독 상품 등 탈퇴 불가한 상태인 경우 탈퇴 신청이 불가할 수 있습니다. 
그런 경우 해당 서비스로 이동해 유료 결제 건 등을 해지하신 뒤 탈퇴 신청을 다시 진행해 주세요. 

계정 탈퇴 신청 후 15일 동안의 유예기간이 있고 해당 기간 내에 계정 탈퇴를 취소할 수 있습니다. 
단, 현대/기아/제네시스 앱/웹 서비스는 서비스 정책상 계정 탈퇴 신청 후 즉시 서비스 정보가 모두 해지가 될 수 있습니다. 이점 유념해 주세요.

계정의 정보는 탈퇴 신청 후 15일이 지나면 완전히 삭제되어 복구가 불가능하니 신중하게 결정해 주세요."
현대,PLEOS 계정,Pleos 계정 비밀번호 재설정은 어떻게 하나요?,"Pleos 계정 비밀번호 재설정은 아래 위치에서 확인하실 수 있습니다.

[Pleos 계정 비밀번호 재설정]
통합계정 로그인 화면 내 'Pleos 계정 로그인' 버튼 클릭 > Pleos 계정 로그인 화면 > '비밀번호 재설정' 메뉴"
현대,PLEOS 계정,Pleos 계정이 무엇인가요?,"Pleos 계정은 현대자동차그룹의 글로벌 원 아이디로 현대자동차그룹이 제공하는 디지털 서비스를 하나의 계정으로 이용하실 수 있는 통합 계정 서비스입니다.

현대, 기아, 제네시스 기존 계정을 보유하셨다면, 브랜드 별로 별도로 관리하던 계정을 Pleos 계정 하나로 통합해 사용할 수 있습니다. 특정 브랜드 또는 국가에 국한된 계정이 아니기 때문에 브랜드를 오가면서, 국가간 이동이 있더라도 고객은 Pleos 계정으로 연속성있게 사용할 수 있습니다.

Pleos 계정 알아보기▶"
현대,PLEOS 계정,계정전환은 어떻게 하나요?,"Pleos 계정 가입 후 현대자동차 서비스 이용 시 현대자동차 통합계정을 보유한 경우에는 '통합 계정 전환 안내' 화면으로 연결됩니다.
전환 시 유의 사항을 꼼꼼히 확인하신 후 전환해 주세요."
현대,PLEOS 계정,현대자동차 통합계정과 같은 이메일 주소로만 전환할 수 있나요?,"Pleos 계정으로 현대자동차서비스 이용 시 기존 현대자동차 통합 계정이 이미 있는 경우 현대자동차 통합 계정을 Pleos 계정으로 전환하셔야 이용이 가능합니다. 
이미 보유하신  현대자동차 통합 계정과 이메일 주소가 달라도 사용자 본인의 계정이라면 전환할 수 있습니다.
전환 시 유의 사항을 꼼꼼히 확인하신 후 전환해 주세요."
현대,PLEOS 계정,Pleos 계정은 탈퇴 신청 중인데 이미 서비스는 해지되었어요. 오류 아닌가요?,"Pleos 계정 탈퇴 신청은 신청 15일 이후에 완전히 탈퇴 됩니다. 
탈퇴 신청 상태에서는 얼마든지 탈퇴 신청을 취소하실 수 있습니다.
단, 이용해지를 시도한 서비스는 이용 해지가 즉시 이루어집니다. 서비스는 이미 이용해지 되었지만 Pleos 계정은 이후15일 간 '탈퇴 신청 중' 상태로 확인 될 수 있습니다.

Pleos 계정 탈퇴 신청 중일 때 서비스 이용을 다시 원하신다면 '탈퇴 신청 취소' 후 서비스 이용 가입 시 정상적으로 서비스를 다시 이용하실 수 있습니다.
이는 Pleos 계정과 서비스 간의 규정에 따른 정책으로, 관련해 문의사항이 있으시다면 사용 희망 서비스에 문의 부탁드립니다."
현대,PLEOS 계정,Pleos 계정으로 서비스 로그인 시  현대자동차 통합 휴면 계정이 이용할 수 없다고 나옵니다.,"Pleos 계정으로 현대, 기아, 제네시스 서비스 이용 시 휴면 상태의 통합 계정이 있다고 안내 화면을 보셨다면 다음과 같이 휴면 계정 해제 후 이용하실 수 있습니다. 

1. 휴면 계정을 계속 사용하고 싶으신 경우 
- 현대자동차 통합 계정 로그인 화면에서 휴면 처리된 계정으로 로그인 시도를 해주세요. 
- 아이디/비밀번호가 정확히 입력되었다면 휴면 계정임을 확인하고 본인인증 후 해제하실 수 있습니다. 
- 휴면 해제된 통합 계정으로 서비스를 이용해 주세요. 

2. Pleos 계정을 사용하고 싶으신 경우 
- 현대자동차 통합 계정 로그인 화면에서 휴면 처리된 계정으로 로그인 시도를 해주세요. 
- 아이디/비밀번호가 정확히 입력되었다면 휴면 계정임을 확인하고 본인인증 후 해제하실 수 있습니다. 
- Pleos 계정으로 다시 로그인 후 서비스를 이용하시면 전환 안내 화면을 통해 즉시 이용하실 수 있습니다."
현대,PLEOS 계정,현대자동차 서비스 이용을 위해 Pleos 계정으로 로그인했는데 개인정보 제공 동의가 나타납니다.,"Pleos 계정은 현대자동차그룹의 글로벌 원 아이디로 현대자동차그룹이 제공하는 디지털 서비스를 하나의 계정으로 이용하실 수 있는 통합 계정 서비스입니다.
따라서, 현대자동차 서비스 이용을 위해서는 현대자동차로의 개인정보 제공에 동의해 주셔야 서비스 이용이 가능합니다."
현대,PLEOS 계정,Pleos 계정으로 서비스 로그인 시  현대자동차 통합계정이 있어 서비스를 이용할수 없다고 나옵니다.,"Pleos 계정으로 현대, 기아, 제네시스 서비스 이용 시 통합 계정이 있어 서비스를 이용할 수 없다면서 고객센터로 문의하라고 안내 받으셨나요?
이 경우는 고객님이 로그인하신 Pleos 계정의 이메일을 다른 사람이 이미 현대, 기아, 제네시스 서비스에서 사용중인 경우 나타나는 안내 화면입니다. 

대부분 가족에게 현대, 기아, 제네시스 계정을 생성 시 고객님의 이메일로 만든 경우로 확인됩니다. 
고객님의 이메일로 부모님, 배우자, 자녀에게 계정을 만들어 주신 경우는 없는지 확인해 주세요. 
만약 가족에게 고객님의 메일로 현대, 기아, 제네시스 계정을 사용중인 경우가 없다면 번거로우시더라도 접속하신 서비스 고객센터로 문의해 주세요.

- 현대 고객센터 : 080-600-6000
- 기아 고객센터 : 080-200-2000
- 제네시스 고객센터 : 080-700-6000"
현대,PLEOS 계정,휴면계정인데 전환 할 수 있나요?,"현대자동차 통합계정이 휴면 상태라면 통합계정 로그인 후 휴면 해제 하시면 휴면 해제한 통합계정으로 현대자동차를 이용하실 수 있습니다. 
만약 새로 가입하신 Pleos 계정으로 현대자동차 이용을 원하시면 휴면 해제한 현대자동차 통합 계정을 Pleos 계정으로 전환하여 이용하실 수 있습니다."
현대,PLEOS 계정,통합계정 아이디 찾기를 했는데 이미 Pleos 계정이 있다고 나와요.,"현대자동차 통합 계정 로그인을 위해 아이디 찾기를 했지만 'Pleos 계정 사용자'라고 안내 받으셨다면, Pleos 계정으로 전환된 계정입니다.
현대자동차 통합 계정에서 Pleos 계정으로 전환한 계정은 Pleos 계정 로그인 화면에서 로그인해 주셔야 합니다. 

[Pleos 계정 로그인]
통합계정 로그인 화면 내 'Pleos 계정 로그인' 버튼 클릭 > Pleos 계정 로그인 화면

[Pleos 계정 이메일 찾기]
통합계정 로그인 화면 내 'Pleos 계정 로그인' 버튼 클릭 > Pleos 계정 로그인 화면 > '이메일 찾기' 메뉴"
현대,PLEOS 계정,통합계정에 로그인하려는데 Pleos로 전환된 계정이라고 나와요.,"현대자동차 통합 계정 로그인 시  'Pleos 계정 사용자'라고 안내 받으셨다면, Pleos 계정으로 전환된 계정입니다.
현대자동차 통합 계정에서 Pleos 계정으로 전환한 계정은 Pleos 계정 로그인 화면에서 로그인해 주셔야 합니다. Pleos 계정 로그인 화면으로 이동 후 로그인을 다시 시도해 주세요.

[Pleos 계정 로그인]
통합계정 로그인 화면 내 'Pleos 계정 로그인' 버튼 클릭 > Pleos 계정 로그인 화면"
현대,PLEOS 계정,"현대 앱/웹 서비스에서 계정 탈퇴를 신청하는데 제네시스, 기아 가입 서비스 내역은 왜 나오나요?","Pleos 계정 탈퇴 시 현대자동차그룹의  타 브랜드 서비스 가입 내역을 확인하셨군요.

Pleos 계정은 현대자동차그룹의 글로벌 원 아이디 서비스입니다.
하나의 계정으로 현대, 기아, 제네시스 디지털 서비스를 모두 이용할 수 있으므로 계정 탈퇴 시 특정 브랜드에 국한되지 않은 현재 이용 중인 서비스를 모두 확인할 수 있도록 제공하고 있습니다. 
가입 중인 모든 서비스를 한 눈에 확인하시고 Pleos 계정 탈퇴 여부를 신중하게 선택해주세요."
현대,기타,특허 제안 하는 방법 안내,"● 방법 1) 이메일 (ipinfo@hyundai.com) 접수
방법 2) 홈페이지 Q&A에서 특허 카테고리를 선택한 후, 접수

☞ 접수시, 특허 번호 (출원번호 또는 등록번호)와 기술 내용을 간략하게 작성합니다.
미공개된 특허의 경우, 특허 명세서를 첨부하여 주시기 바랍니다.
(특허의 기술 내용은 내부 검토 용도로만 활용되며 공개전 외부 유출은 없음을 알려드립니다.)
검토 결과는 접수된 이메일 주소로 통보하오며, 통상 30일이내 회신 드립니다.

※ 검토 절차 : 접수 → 특허 부서 내부 검토 → 개발/설계 부서 검토 → 결과 회신

● [참고] 일반적인 특허 진행은 “출원 → 공개 → 심사 → 등록” 순서로 진행이 됩니다.

☞ 특허는 출원 후 1년 6개월 후에 공개가 되며, (국내의 경우) 특허청에 심사 청구를 한 후,
심사관의 심사를 거친 이후 최종 등록이 이뤄집니다.
특허의 효력은 출원일로부터 20년(실용신안은 10년) 동안 권리를 취득한 국가 내에서만 발생합니다.
통상 국내의 경우, 출원에서 등록까지 대략 2~3년정도의 시간이 소요됩니다."
